Cѓd Mun; Codigouf; Codigomunicipio; Estado; Nome; Capital (1=Sim;0=Nуo); Porte do Municэpio; Populaчуo 2016 (IBGE); Сrea da unidade territorial 2015 (kmВ) (IBGE Cidades); Densidade demogrсfica 2010 (hab/kmВ) (IBGE Cidades); PIB 2013 -  A preчos correntes (1000 R$) (IBGE) ; PIB per capita (R$) 2013 (IBGE); Эndice Firjan de Gestуo Fiscal (2015); Gastos saњde e educaчуo per capita; Эndice Fiscal 2016; Colocaчуo Nacional em Gastos e Finanчas Pњblicas; Colocaчуo Estadual em Gastos e Finanчas Pњblicas; "Municэpios com эndice 
(1=Sim; 0 Nуo)"; Status em Gastos e Finanчas; Variсvel do outlier; Terceirizaчуo serviчos bсsicos; Informatizaчуo; Articulaчуo institucional; Transparъncia; Planejamento Urbano; Servidores per capita; Comissionados ; Эndice Gestуo 2016; Colocaчуo Nacional em Qualidade da Gestуo; Colocaчуo Estadual em Qualidade da Gestуo; "Municэpios com эndice 
(1=Sim; 0 Nуo)2"; Status em Qualidade da Gestуo; Variсvel do outlier ; Qualidade habitacional; Atendimento mщdico; Vulnerabilidade; Educaчуo; IDHM; Mortalidade infantil; Эndice de Desempenho 2016; Colocaчуo Nacional em Desempenho; Colocaчуo Estadual em Desempenho; "Municэpios com эndice 
(1=Sim; 0 Nуo)3"; Status em Desempenho; Variсvel do outlier  ; IGM - 2016; Colocaчуo no IGM; Colocaчуo Estadual no IGM; "Municэpios com эndice 
(1=Sim; 0 Nуo)4"
1707405; 17; 7405; TO; ESPERANTINA; 0; Pequeno porte 1; 10.651; 504,02; 18,8; 68.458,43; 6.709,64; 0,356; 0,231; 0,294; 3438К; 100К; 1; Com dados; ; 0,729; 1,000; 0,000; 0,000; 0,060; 0,670; 0,996; 0,493; 2763К; 36К; 1; Com dados; ; 0,446; 0,124; 0,263; 0,609; 0,303; 0,328; 0,346; 4733К; 120К; 1; Com dados; ; 0,378; 3079К; 62К; 1
2203255; 22; 3255; PI; CURRALINHOS; 0; Pequeno porte 1; 4.353; 345,85; 12,1; 17.143,93; 3.989,74; 0,407; 0,276; 0,342; 2623К; 83К; 1; Com dados; ; 0,248; 0,762; 0,000; 0,312; 0,022; 0,574; 0,995; 0,416; 3768К; 127К; 1; Com dados; ; 0,395; 0,262; 0,406; 0,384; 0,267; 0,534; 0,374; 4588К; 155К; 1; Com dados; ; 0,377; 3080К; 108К; 1
2802809; 28; 2809; SE; INDIAROBA; 0; Pequeno porte 1; 17.600; 314,71; 50,5; 145.347,47; 8.580,13; 0,187; 0,280; 0,234; 4103К; 46К; 1; Com dados; ; 0,477; 0,762; 0,090; 0,232; 0,000; 0,627; 0,993; 0,454; 3342К; 36К; 1; Com dados; ; 0,526; 0,214; 0,503; 0,503; 0,327; 0,588; 0,443; 4004К; 51К; 1; Com dados; ; 0,377; 3081К; 37К; 1
2205300; 22; 5300; PI; JERUMENHA; 0; Pequeno porte 1; 4.388; 1.867,31; 2,4; 29.478,73; 6.695,15; 0,326; 0,302; 0,314; 3094К; 116К; 1; Com dados; ; 0,248; 0,008; 0,000; 0,242; 0,022; 0,517; 0,988; 0,289; 4314К; 159К; 1; Com dados; ; 0,672; 0,291; 0,535; 0,667; 0,353; 0,648; 0,528; 3157К; 17К; 1; Com dados; ; 0,377; 3082К; 109К; 1
3146305; 31; 46305; MG; PADRE PARAISO; 0; Pequeno porte 2; 20.076; 544,38; 34,6; 111.784,79; 5.661,71; 0,394; 0,159; 0,276; 3675К; 467К; 1; Com dados; ; 0,000; 1,000; 0,121; 0,043; 0,101; 0,776; 0,997; 0,434; 3593К; 507К; 1; Com dados; ; 0,741; 0,023; 0,326; 0,348; 0,365; 0,718; 0,420; 4248К; 745К; 1; Com dados; ; 0,377; 3083К; 501К; 1
2603207; 26; 3207; PE; CAETES; 0; Pequeno porte 2; 28.326; 294,95; 80,7; 142.291,99; 5.124,68; 0,441; 0,199; 0,320; 2988К; 29К; 1; Com dados; ; 0,000; 0,534; 0,000; 0,741; 0,290; 0,863; 0,989; 0,488; 2847К; 87К; 1; Com dados; ; 0,262; 0,154; 0,481; 0,434; 0,189; 0,412; 0,322; 4836К; 166К; 1; Com dados; ; 0,377; 3084К; 99К; 1
2512762; 25; 12762; PB; RIACHAO DO POCO; 0; Pequeno porte 1; 4.481; 39,91; 104,4; 30.372,01; 6.967,65; 0,091; 0,433; 0,262; 3832К; 105К; 1; Com dados; ; 0,000; 0,366; 0,090; 0,641; 0,363; 0,483; 0,992; 0,419; 3744К; 108К; 1; Com dados; ; 0,649; 0,160; 0,580; 0,556; 0,267; 0,480; 0,449; 3962К; 90К; 1; Com dados; ; 0,377; 3085К; 70К; 1
2108801; 21; 8801; MA; PIRAPEMAS; 0; Pequeno porte 1; 18.302; 688,76; 25,2; 72.596,32; 4.051,81; 0,437; 0,371; 0,404; 1605К; 25К; 1; Com dados; ; 0,477; 0,603; 0,000; 0,023; 0,084; 0,708; 0,992; 0,413; 3789К; 110К; 1; Com dados; ; 0,241; 0,131; 0,254; 0,546; 0,317; 0,387; 0,313; 4868К; 146К; 1; Com dados; ; 0,377; 3086К; 66К; 1
1303700; 13; 3700; AM; SANTO ANTONIO DO ICA; 0; Pequeno porte 2; 23.378; 12.366,14; 2,00; 126.936,33; 5.217,92; 0,240; 0,274; 0,257; 3891К; 40К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,651; 0,319; 0,704; 0,996; 0,592; 1270К; 12К; 1; Com dados; ; 0,079; 0,163; 0,417; 0,331; 0,112; 0,580; 0,280; 4940К; 54К; 1; Com dados; ; 0,377; 3087К; 17К; 1
2901957; 29; 1957; BA; APUAREMA; 0; Pequeno porte 1; 7.745; 150,83; 48,2; 50.747,85; 6.510,31; 0,179; 0,221; 0,200; 4339К; 301К; 1; Com dados; ; 0,729; 1,000; 0,121; 0,292; 0,058; 0,578; 0,989; 0,538; 2119К; 191К; 1; Com dados; ; 0,703; 0,068; 0,466; 0,438; 0,260; 0,409; 0,391; 4483К; 334К; 1; Com dados; ; 0,376; 3088К; 230К; 1
2921401; 29; 21401; BA; MIRANGABA; 0; Pequeno porte 1; 18.588; 1.697,95; 9,6; 82.137,43; 4.636,87; 0,101; 0,190; 0,146; 4572К; 347К; 1; Com dados; ; 0,729; 1,000; 0,415; 0,511; 0,301; 0,596; 0,992; 0,649; 644К; 45К; 1; Com dados; ; 0,585; 0,080; 0,487; 0,492; 0,236; 0,125; 0,334; 4788К; 379К; 1; Com dados; ; 0,376; 3089К; 231К; 1
2303907; 23; 3907; CE; CHAVAL; 0; Pequeno porte 1; 12.931; 238,23; 53; 65.868,72; 5.119,99; 0,235; 0,236; 0,235; 4091К; 139К; 1; Com dados; ; 0,477; 0,633; 0,000; 0,451; 0,658; 0,302; 0,996; 0,502; 2633К; 110К; 1; Com dados; ; 0,487; 0,130; 0,329; 0,717; 0,341; 0,336; 0,390; 4488К; 175К; 1; Com dados; ; 0,376; 3090К; 133К; 1
2928208; 29; 28208; BA; SANTANA; 0; Pequeno porte 2; 27.381; 1.909,35; 13,6; 190.703,24; 7.063,61; 0,236; 0,179; 0,207; 4303К; 295К; 1; Com dados; ; 0,229; 1,000; 0,000; 0,043; 0,150; 0,658; 0,995; 0,439; 3530К; 294К; 1; Com dados; ; 0,747; 0,062; 0,574; 0,500; 0,394; 0,612; 0,481; 3606К; 144К; 1; Com dados; ; 0,376; 3091К; 232К; 1
3160306; 31; 60306; MG; SANTO ANTONIO DO JACINTO; 0; Pequeno porte 1; 11.992; 503,71; 23,4; 67.702,66; 5.622,21; 0,354; 0,177; 0,266; 3789К; 503К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,000; 0,062; 0,757; 0,997; 0,402; 3879К; 586К; 1; Com dados; ; 0,706; 0,083; 0,518; 0,494; 0,313; 0,645; 0,460; 3848К; 728К; 1; Com dados; ; 0,376; 3092К; 502К; 1
1718550; 17; 18550; TO; RIACHINHO; 0; Pequeno porte 1; 4.561; 517,48; 8,1; 36.417,47; 8.211,38; 0,254; 0,317; 0,286; 3551К; 106К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,511; 0,039; 0,529; 0,996; 0,439; 3529К; 65К; 1; Com dados; ; 0,538; 0,186; 0,279; 0,546; 0,308; 0,558; 0,402; 4388К; 112К; 1; Com dados; ; 0,376; 3093К; 63К; 1
2701100; 27; 1100; AL; BRANQUINHA; 0; Pequeno porte 1; 10.709; 165,25; 63,6; 49.805,24; 4.601,80; 0,565; 0,457; 0,511; 477К; 3К; 1; Com dados; ; 0,000; 0,476; 0,120; 0,000; 0,000; 0,557; 0,997; 0,307; 4294К; 67К; 1; Com dados; ; 0,643; 0,236; 0,309; 0,362; 0,167; 0,141; 0,310; 4873К; 73К; 1; Com dados; ; 0,376; 3094К; 23К; 1
2909604; 29; 9604; BA; CRISOPOLIS; 0; Pequeno porte 2; 21.700; 607,66; 33; 121.222,46; 5.655,35; 0,204; 0,179; 0,192; 4381К; 312К; 1; Com dados; ; 0,477; 0,534; 0,000; 0,392; 0,182; 0,610; 0,996; 0,456; 3322К; 282К; 1; Com dados; ; 0,702; 0,193; 0,606; 0,579; 0,239; 0,558; 0,480; 3630К; 154К; 1; Com dados; ; 0,376; 3095К; 233К; 1
3170305; 31; 70305; MG; UMBURATIBA; 0; Pequeno porte 1; 2.718; 405,83; 6,7; 36.035,80; 13.123,01; 0,390; 0,397; 0,393; 1801К; 128К; 1; Com dados; ; 0,000; 0,138; 0,090; 0,112; 0,173; 0,105; 0,996; 0,231; 4345К; 741К; 1; Com dados; ; 0,781; 0,171; 0,490; 0,340; 0,465; 0,767; 0,502; 3399К; 675К; 1; Com dados; ; 0,375; 3096К; 503К; 1
2924702; 29; 24702; BA; PIRIPA; 0; Pequeno porte 1; 12.035; 511,76; 29,1; 54.125,17; 4.269,22; 0,175; 0,176; 0,175; 4453К; 323К; 1; Com dados; ; 0,477; 1,000; 0,121; 0,382; 0,022; 0,631; 0,998; 0,519; 2406К; 227К; 1; Com dados; ; 0,672; 0,194; 0,389; 0,449; 0,315; 0,574; 0,432; 4117К; 253К; 1; Com dados; ; 0,375; 3097К; 234К; 1
2313351; 23; 13351; CE; TEJUCUOCA; 0; Pequeno porte 1; 18.709; 759,72; 22,4; 73.306,17; 4.053,87; 0,577; 0,268; 0,422; 1325К; 22К; 1; Com dados; ; 0,229; 0,008; 0,090; 0,392; 0,017; 0,396; 0,998; 0,304; 4299К; 156К; 1; Com dados; ; 0,375; 0,117; 0,333; 0,760; 0,337; 0,474; 0,399; 4416К; 172К; 1; Com dados; ; 0,375; 3098К; 134К; 1
2502300; 25; 2300; PB; BOM SUCESSO; 0; Pequeno porte 1; 4.989; 184,1; 27,4; 29.857,76; 5.919,46; 0,381; 0,213; 0,297; 3395К; 86К; 1; Com dados; ; 0,000; 0,834; 0,000; 0,332; 0,154; 0,431; 0,993; 0,392; 3966К; 117К; 1; Com dados; ; 0,721; 0,198; 0,492; 0,352; 0,356; 0,501; 0,437; 4069К; 104К; 1; Com dados; ; 0,375; 3099К; 71К; 1
2412708; 24; 12708; RN; SAO PEDRO; 0; Pequeno porte 1; 6.177; 195,24; 31,9; 38.977,23; 6.190,79; 0,290; 0,293; 0,291; 3476К; 76К; 1; Com dados; ; 0,000; 0,368; 0,000; 0,571; 0,022; 0,668; 0,988; 0,374; 4075К; 112К; 1; Com dados; ; 0,578; 0,169; 0,496; 0,524; 0,348; 0,642; 0,460; 3847К; 110К; 1; Com dados; ; 0,375; 3100К; 74К; 1
2805604; 28; 5604; SE; PORTO DA FOLHA; 0; Pequeno porte 2; 28.615; 876,67; 30,9; 198.960,55; 7.046,09; 0,073; 0,225; 0,149; 4563К; 66К; 1; Com dados; ; 0,229; 1,000; 0,090; 0,172; 0,740; 0,621; 0,997; 0,550; 1919К; 16К; 1; Com dados; ; 0,704; 0,145; 0,490; 0,486; 0,298; 0,428; 0,425; 4185К; 55К; 1; Com dados; ; 0,375; 3101К; 38К; 1
2306504; 23; 6504; CE; ITAPIUNA; 0; Pequeno porte 1; 19.872; 588,7; 31,6; 90.055,71; 4.639,89; 0,150; 0,205; 0,177; 4444К; 161К; 1; Com dados; ; 0,855; 0,704; 0,000; 0,000; 0,045; 0,753; 0,997; 0,479; 2986К; 121К; 1; Com dados; ; 0,533; 0,207; 0,387; 0,668; 0,384; 0,626; 0,467; 3779К; 118К; 1; Com dados; ; 0,375; 3102К; 135К; 1
3159357; 31; 59357; MG; SANTA RITA DE MINAS; 0; Pequeno porte 1; 7.097; 68,15; 96,1; 60.873,76; 8.791,70; 0,349; 0,151; 0,250; 3964К; 550К; 1; Com dados; ; 0,000; 0,368; 0,000; 0,023; 0,098; 0,588; 0,997; 0,296; 4309К; 726К; 1; Com dados; ; 0,963; 0,231; 0,692; 0,473; 0,406; 0,702; 0,578; 2742К; 541К; 1; Com dados; ; 0,375; 3103К; 504К; 1
2201051; 22; 1051; PI; ASSUNCAO DO PIAUI; 0; Pequeno porte 1; 7.703; 1.690,70; 4,4; 33.989,00; 4.445,91; 0,397; 0,322; 0,359; 2334К; 72К; 1; Com dados; ; 0,477; 0,834; 0,000; 0,192; 0,215; 0,580; 0,989; 0,470; 3132К; 94К; 1; Com dados; ; 0,399; 0,144; 0,284; 0,568; 0,134; 0,236; 0,294; 4912К; 195К; 1; Com dados; ; 0,374; 3104К; 110К; 1
3153103; 31; 53103; MG; PRESIDENTE BERNARDES; 0; Pequeno porte 1; 5.578; 236,8; 23,4; 33.693,25; 5.984,59; 0,305; 0,243; 0,274; 3704К; 479К; 1; Com dados; ; 0,000; 0,008; 0,000; 0,192; 0,327; 0,427; 0,998; 0,279; 4330К; 734К; 1; Com dados; ; 0,931; 0,127; 0,694; 0,484; 0,451; 0,737; 0,571; 2792К; 550К; 1; Com dados; ; 0,374; 3105К; 505К; 1
2800506; 28; 506; SE; AREIA BRANCA; 0; Pequeno porte 1; 18.329; 148,13; 114,9; 162.882,78; 9.137,88; 0,184; 0,274; 0,229; 4153К; 49К; 1; Com dados; ; 0,000; 1,000; 0,090; 0,132; 0,039; 0,691; 0,993; 0,421; 3725К; 44К; 1; Com dados; ; 0,743; 0,097; 0,580; 0,500; 0,325; 0,593; 0,473; 3710К; 37К; 1; Com dados; ; 0,374; 3106К; 39К; 1
2606507; 26; 6507; PE; IATI; 0; Pequeno porte 1; 19.056; 635,14; 28,9; 103.861,60; 5.491,55; 0,362; 0,258; 0,310; 3172К; 38К; 1; Com dados; ; 0,000; 1,000; 0,121; 0,411; 0,000; 0,748; 0,994; 0,468; 3154К; 97К; 1; Com dados; ; 0,322; 0,194; 0,401; 0,362; 0,203; 0,588; 0,345; 4737К; 161К; 1; Com dados; ; 0,374; 3107К; 100К; 1
3148509; 31; 48509; MG; PAVAO; 0; Pequeno porte 1; 8.724; 601,19; 14,3; 64.666,61; 7.372,77; 0,239; 0,097; 0,168; 4480К; 663К; 1; Com dados; ; 0,477; 0,834; 0,000; 0,000; 0,176; 0,695; 0,998; 0,454; 3345К; 440К; 1; Com dados; ; 0,828; 0,104; 0,481; 0,383; 0,439; 0,761; 0,500; 3434К; 681К; 1; Com dados; ; 0,374; 3108К; 506К; 1
2100550; 21; 550; MA; AMAPA DO MARANHAO; 0; Pequeno porte 1; 6.844; 502,4; 12,8; 31.593,18; 4.737,32; 0,409; 0,343; 0,376; 2069К; 31К; 1; Com dados; ; 0,729; 0,834; 0,000; 0,282; 0,039; 0,700; 0,993; 0,511; 2521К; 53К; 1; Com dados; ; 0,268; 0,113; 0,312; 0,457; 0,184; 0,076; 0,235; 4974К; 181К; 1; Com dados; ; 0,374; 3109К; 67К; 1
2111672; 21; 11672; MA; SAO ROBERTO; 0; Pequeno porte 1; 6.620; 227,46; 26,2; 28.648,68; 4.526,57; 0,302; 0,373; 0,338; 2688К; 60К; 1; Com dados; ; 0,248; 0,412; 0,000; 0,392; 0,417; 0,465; 0,997; 0,419; 3749К; 107К; 1; Com dados; ; 0,325; 0,168; 0,437; 0,714; 0,174; 0,371; 0,365; 4648К; 91К; 1; Com dados; ; 0,374; 3110К; 68К; 1
1504703; 15; 4703; PA; MOJU; 0; Mщdio porte; 78.629; 9.094,14; 7,7; 686.513,67; 9.181,92; 0,121; 0,254; 0,188; 4404К; 49К; 1; Com dados; ; 0,477; 0,834; 0,000; 0,751; 0,471; 0,808; 0,997; 0,620; 949К; 15К; 1; Com dados; ; 0,260; 0,061; 0,531; 0,248; 0,248; 0,536; 0,314; 4860К; 105К; 1; Com dados; ; 0,374; 3111К; 23К; 1
2506103; 25; 6103; PB; FAGUNDES; 0; Pequeno porte 1; 11.345; 189,03; 60,3; 75.130,42; 6.562,18; 0,217; 0,274; 0,246; 4005К; 121К; 1; Com dados; ; 0,477; 0,474; 0,000; 0,741; 0,000; 0,586; 0,995; 0,468; 3156К; 79К; 1; Com dados; ; 0,461; 0,210; 0,510; 0,502; 0,279; 0,480; 0,407; 4352К; 131К; 1; Com dados; ; 0,373; 3112К; 72К; 1
2205599; 22; 5599; PI; LAGOA DO SITIO; 0; Pequeno porte 1; 5.068; 804,7; 6; 24.065,12; 4.817,84; 0,409; 0,274; 0,341; 2625К; 84К; 1; Com dados; ; 0,604; 0,603; 0,000; 0,000; 0,069; 0,618; 0,985; 0,411; 3798К; 130К; 1; Com dados; ; 0,622; 0,134; 0,341; 0,422; 0,234; 0,450; 0,367; 4636К; 159К; 1; Com dados; ; 0,373; 3113К; 111К; 1
2608305; 26; 8305; PE; JUPI; 0; Pequeno porte 1; 14.620; 104,99; 130,5; 103.001,93; 7.190,36; 0,360; 0,294; 0,327; 2878К; 26К; 1; Com dados; ; 0,607; 0,405; 0,000; 0,000; 0,022; 0,708; 0,997; 0,391; 3974К; 136К; 1; Com dados; ; 0,497; 0,182; 0,638; 0,560; 0,315; 0,217; 0,402; 4396К; 133К; 1; Com dados; ; 0,373; 3114К; 101К; 1
2507309; 25; 7309; PB; JACARAU; 0; Pequeno porte 1; 14.348; 253,03; 55,1; 96.032,86; 6.740,09; 0,362; 0,258; 0,310; 3160К; 77К; 1; Com dados; ; 0,000; 1,000; 0,000; 0,252; 0,000; 0,650; 0,992; 0,413; 3781К; 110К; 1; Com dados; ; 0,648; 0,137; 0,511; 0,474; 0,274; 0,328; 0,395; 4450К; 141К; 1; Com dados; ; 0,373; 3115К; 73К; 1
2907806; 29; 7806; BA; CICERO DANTAS; 0; Pequeno porte 2; 34.581; 863,93; 36,5; 202.368,69; 5.878,71; 0,199; 0,188; 0,193; 4368К; 308К; 1; Com dados; ; 0,477; 1,000; 0,000; 0,142; 0,294; 0,711; 0,993; 0,517; 2439К; 230К; 1; Com dados; ; 0,692; 0,114; 0,570; 0,445; 0,339; 0,287; 0,408; 4344К; 304К; 1; Com dados; ; 0,373; 3116К; 235К; 1
2902252; 29; 2252; BA; ARATACA; 0; Pequeno porte 1; 11.697; 435,96; 27,7; 73.834,43; 6.245,51; 0,077; 0,247; 0,162; 4507К; 333К; 1; Com dados; ; 0,000; 1,000; 1,000; 0,282; 0,000; 0,789; 0,962; 0,576; 1510К; 139К; 1; Com dados; ; 0,599; 0,163; 0,381; 0,332; 0,277; 0,526; 0,380; 4557К; 347К; 1; Com dados; ; 0,373; 3117К; 236К; 1
2905602; 29; 5602; BA; CAMACAN; 0; Pequeno porte 2; 33.257; 584,85; 50,2; 246.088,76; 7.441,90; 0,064; 0,155; 0,109; 4621К; 354К; 1; Com dados; ; 0,000; 0,138; 1,000; 0,571; 0,546; 0,703; 0,998; 0,565; 1673К; 157К; 1; Com dados; ; 0,737; 0,125; 0,455; 0,433; 0,329; 0,574; 0,442; 4014К; 233К; 1; Com dados; ; 0,372; 3118К; 237К; 1
2904407; 29; 4407; BA; BREJOLANDIA; 0; Pequeno porte 1; 10.768; 2.247,21; 4; 62.642,84; 5.940,53; 0,468; 0,235; 0,352; 2469К; 77К; 1; Com dados; ; 0,248; 0,704; 0,000; 0,023; 0,075; 0,550; 0,995; 0,371; 4090К; 310К; 1; Com dados; ; 0,598; 0,141; 0,313; 0,492; 0,356; 0,466; 0,394; 4459К; 328К; 1; Com dados; ; 0,372; 3119К; 238К; 1
3115458; 31; 15458; MG; CATUJI; 0; Pequeno porte 1; 6.646; 419,38; 16; 50.410,52; 7.456,07; 0,349; 0,280; 0,314; 3091К; 343К; 1; Com dados; ; 0,000; 1,000; 0,090; 0,023; 0,022; 0,702; 0,987; 0,403; 3869К; 584К; 1; Com dados; ; 0,657; 0,292; 0,386; 0,180; 0,232; 0,639; 0,398; 4429К; 756К; 1; Com dados; ; 0,372; 3120К; 507К; 1
2207553; 22; 7553; PI; PAQUETA; 0; Pequeno porte 1; 3.893; 448,36; 9,3; 19.537,50; 4.985,33; 0,242; 0,424; 0,333; 2786К; 97К; 1; Com dados; ; 0,229; 0,640; 0,000; 0,282; 0,173; 0,610; 0,990; 0,418; 3758К; 126К; 1; Com dados; ; 0,487; 0,132; 0,542; 0,490; 0,158; 0,379; 0,365; 4649К; 161К; 1; Com dados; ; 0,372; 3121К; 112К; 1
2605509; 26; 5509; PE; FERREIROS; 0; Pequeno porte 1; 12.008; 88,65; 127,9; 94.385,84; 7.965,05; 0,153; 0,188; 0,170; 4471К; 135К; 1; Com dados; ; 0,000; 0,534; 0,000; 0,691; 0,198; 0,696; 0,988; 0,444; 3469К; 114К; 1; Com dados; ; 0,559; 0,168; 0,449; 0,726; 0,427; 0,672; 0,500; 3425К; 52К; 1; Com dados; ; 0,372; 3122К; 102К; 1
1500206; 15; 206; PA; ACARA; 0; Mщdio porte; 54.080; 4.343,81; 12,3; 868.465,71; 16.073,77; 0,089; 0,376; 0,233; 4117К; 41К; 1; Com dados; ; 0,251; 1,000; 0,000; 0,192; 0,957; 0,616; 0,998; 0,573; 1549К; 30К; 1; Com dados; ; 0,176; 0,062; 0,501; 0,426; 0,150; 0,536; 0,308; 4879К; 112К; 1; Com dados; ; 0,371; 3123К; 24К; 1
2608701; 26; 8701; PE; LAGOA DOS GATOS; 0; Pequeno porte 1; 16.190; 224,95; 70,1; 79.969,86; 4.967,07; 0,116; 0,174; 0,145; 4573К; 155К; 1; Com dados; ; 0,477; 0,870; 0,210; 0,511; 0,052; 0,769; 0,981; 0,553; 1871К; 49К; 1; Com dados; ; 0,651; 0,146; 0,555; 0,517; 0,258; 0,371; 0,416; 4283К; 123К; 1; Com dados; ; 0,371; 3124К; 103К; 1
2923803; 29; 23803; BA; PARIPIRANGA; 0; Pequeno porte 2; 29.980; 435,7; 63,8; 229.995,89; 7.755,98; 0,372; 0,187; 0,280; 3639К; 207К; 1; Com dados; ; 0,477; 0,534; 0,000; 0,641; 0,140; 0,738; 0,996; 0,504; 2612К; 241К; 1; Com dados; ; 0,384; 0,053; 0,434; 0,479; 0,320; 0,314; 0,331; 4809К; 381К; 1; Com dados; ; 0,371; 3125К; 239К; 1
2918308; 29; 18308; BA; JITAUNA; 0; Pequeno porte 1; 12.985; 262,05; 64,5; 88.729,87; 6.492,27; 0,203; 0,261; 0,232; 4125К; 273К; 1; Com dados; ; 0,477; 0,534; 0,121; 0,491; 0,000; 0,659; 0,987; 0,467; 3166К; 276К; 1; Com dados; ; 0,665; 0,310; 0,438; 0,521; 0,315; 0,238; 0,415; 4302К; 296К; 1; Com dados; ; 0,371; 3126К; 240К; 1
2304657; 23; 4657; CE; GRACA; 0; Pequeno porte 1; 15.300; 281,87; 53,4; 64.776,49; 4.239,02; 0,101; 0,258; 0,180; 4438К; 160К; 1; Com dados; ; 0,477; 0,534; 0,000; 0,950; 0,000; 0,567; 0,993; 0,503; 2620К; 109К; 1; Com dados; ; 0,544; 0,140; 0,336; 0,713; 0,303; 0,536; 0,429; 4153К; 159К; 1; Com dados; ; 0,370; 3127К; 136К; 1
2506806; 25; 6806; PB; INGA; 0; Pequeno porte 1; 18.105; 267,63; 63,1; 117.110,47; 6.538,10; 0,170; 0,203; 0,187; 4410К; 162К; 1; Com dados; ; 0,248; 0,368; 0,090; 0,810; 0,104; 0,694; 0,987; 0,472; 3100К; 76К; 1; Com dados; ; 0,658; 0,123; 0,525; 0,482; 0,356; 0,574; 0,453; 3919К; 84К; 1; Com dados; ; 0,370; 3128К; 74К; 1
1304237; 13; 4237; AM; TONANTINS; 0; Pequeno porte 1; 18.632; 6.446,89; 2,70; 99.830,98; 5.496,70; 0,248; 0,359; 0,303; 3290К; 31К; 1; Com dados; ; 0,477; 0,834; 0,000; 0,272; 0,022; 0,662; 0,996; 0,466; 3177К; 26К; 1; Com dados; ; 0,063; 0,161; 0,437; 0,465; 0,251; 0,669; 0,341; 4762К; 37К; 1; Com dados; ; 0,370; 3129К; 18К; 1
2931400; 29; 31400; BA; TEODORO SAMPAIO; 0; Pequeno porte 1; 7.984; 231,54; 34,1; 56.357,64; 6.936,32; 0,070; 0,214; 0,142; 4577К; 348К; 1; Com dados; ; 0,477; 0,304; 0,318; 0,392; 0,023; 0,757; 0,994; 0,467; 3174К; 278К; 1; Com dados; ; 0,774; 0,330; 0,356; 0,587; 0,360; 0,599; 0,501; 3412К; 110К; 1; Com dados; ; 0,370; 3130К; 241К; 1
2205607; 22; 5607; PI; LANDRI SALES; 0; Pequeno porte 1; 5.227; 1.088,58; 4,9; 43.781,77; 8.314,05; 0,291; 0,343; 0,317; 3044К; 112К; 1; Com dados; ; 0,248; 0,368; 0,000; 0,000; 0,106; 0,619; 0,993; 0,334; 4234К; 157К; 1; Com dados; ; 0,762; 0,142; 0,443; 0,659; 0,337; 0,412; 0,459; 3857К; 67К; 1; Com dados; ; 0,370; 3131К; 113К; 1
1502905; 15; 2905; PA; CURUCA; 0; Pequeno porte 2; 38.391; 672,68; 51; 218.891,36; 5.987,67; 0,332; 0,126; 0,229; 4155К; 42К; 1; Com dados; ; 0,000; 0,605; 0,693; 0,000; 0,352; 0,781; 0,992; 0,489; 2835К; 50К; 1; Com dados; ; 0,589; 0,057; 0,360; 0,469; 0,332; 0,542; 0,391; 4480К; 70К; 1; Com dados; ; 0,370; 3132К; 25К; 1
2929701; 29; 29701; BA; SATIRO DIAS; 0; Pequeno porte 2; 20.376; 1.010,05; 18,8; 101.010,08; 5.001,74; 0,256; 0,265; 0,260; 3851К; 235К; 1; Com dados; ; 0,477; 0,532; 0,000; 0,182; 0,195; 0,644; 0,992; 0,432; 3622К; 300К; 1; Com dados; ; 0,639; 0,264; 0,523; 0,458; 0,200; 0,417; 0,417; 4278К; 290К; 1; Com dados; ; 0,370; 3133К; 242К; 1
2205524; 22; 5524; PI; JULIO BORGES; 0; Pequeno porte 1; 5.523; 1.297,11; 4,1; 26.944,98; 4.917,86; 0,184; 0,309; 0,247; 3993К; 161К; 1; Com dados; ; 0,477; 0,008; 0,000; 0,960; 0,126; 0,514; 0,996; 0,440; 3510К; 110К; 1; Com dados; ; 0,397; 0,124; 0,470; 0,600; 0,332; 0,607; 0,422; 4230К; 104К; 1; Com dados; ; 0,370; 3134К; 114К; 1
2607950; 26; 7950; PE; JAQUEIRA; 0; Pequeno porte 1; 11.649; 87,21; 131,9; 67.478,74; 5.769,39; 0,202; 0,360; 0,281; 3618К; 58К; 1; Com dados; ; 0,248; 0,405; 0,000; 0,312; 0,000; 0,759; 0,991; 0,388; 4001К; 138К; 1; Com dados; ; 0,531; 0,444; 0,323; 0,512; 0,315; 0,507; 0,439; 4049К; 97К; 1; Com dados; ; 0,369; 3135К; 104К; 1
